Technischer Schlüssel;Link-ID;Detailnetz-Nr.;VP_von;VP_bis;Von-Station;Bis-Station;Verkehrsrichtung;Verkehrsebene;Straßentyp;StEP-Klasse;OKSTRA-Klasse;RBS-Klasse;Straßenname;Bezirk;Ortsteil;DTVw-2019-Kfz;DTVw-2019-Lkw
8991;52550009_52550010;52550009_52550010.01;52550009,00;52550010,00;0,00;519,00;B;0,00;S;III;G;STRA;Josef-Orlopp-Straße;Lichtenberg;Lichtenberg;7700,00;450,00
8992;T0011610_46530028;46530023_46530028.01;46530023,00;46530028,00;49,00;113,00;B;0,00;S;III;G;STRA;Lindenstraße;Friedrichshain-Kreuzberg;Kreuzberg;23000,00;630,00
8993;T0142320_45460027;45460026_45460027.01;45460026,00;45460027,00;47,00;128,00;B;0,00;S;II;B;STRA;Mariendorfer Damm;Tempelhof-Schöneberg;Mariendorf;36300,00;950,00
8994;T0001110_56440026;56440025_56440026.01;56440025,00;56440026,00;186,00;426,00;B;0,00;S;II;B;STRA;Adlergestell;Treptow-Köpenick;Adlershof;46600,00;2350,00
8995;45590037_45590016;45590037_45590016.01;45590037,00;45590016,00;0,00;270,00;B;0,00;S;II;G;STRA;Osloer Straße;Mitte;Gesundbrunnen;36000,00;1680,00
8996;46530028_T0056830;46530028_46530029.01;46530028,00;46530029,00;0,00;108,00;B;0,00;S;III;G;STRA;Oranienstraße;Friedrichshain-Kreuzberg;Kreuzberg;13200,00;380,00
8997;41630004_41630005;41630004_41630005.01;41630004,00;41630005,00;0,00;234,00;R;0,00;S;III;G;STRA;Alt-Wittenau;Reinickendorf;Wittenau;5700,00;110,00
9022;30540007_30540015;30540007_30540015.02;30540007,00;30540015,00;0,00;84,00;B;0,00;S;II;B;STRA;Wilhelmstraße;Spandau;Wilhelmstadt;14300,00;350,00
8998;48430009_48430010;48430009_48430010.01;48430009,00;48430010,00;0,00;210,00;B;0,00;S;III;G;STRA;Buckower Damm;Neukölln;Buckow;10600,00;270,00
8999;39540003_T0000580;39540003_39540004.01;39540003,00;39540004,00;0,00;89,00;B;0,00;S;I;B;STRA;Bismarckstraße;Charlottenburg-Wilmersdorf;Charlottenburg;51200,00;1250,00
9000;44420015_44410003;44420015_44410003.01;44420015,00;44410003,00;0,00;206,00;B;0,00;S;II;G;STRA;Motzener Straße;Tempelhof-Schöneberg;Marienfelde;16200,00;580,00
9001;38520028_38520023;38520028_38520023.01;38520028,00;38520023,00;0,00;84,00;B;0,00;S;III;G;STRA;Koenigsallee;Charlottenburg-Wilmersdorf;Grunewald;9700,00;180,00
9002;42650025_42650042;42650025_42650042.02;42650025,00;42650042,00;0,00;128,00;B;0,00;S;III;G;STRA;Zabel-Krüger-Damm;Reinickendorf;Lübars;11200,00;430,00
9003;39560007_39560010;39560007_39560010.01;39560007,00;39560010,00;0,00;31,00;B;0,00;S;IV;G;STRA;Olbersstraße;Charlottenburg-Wilmersdorf;Charlottenburg;7300,00;380,00
9004;52580017_52580039;52580017_52580039.02;52580017,00;52580039,00;0,00;171,00;B;0,00;S;II;G;STRA;Suermondtstraße;Lichtenberg;Alt-Hohenschönhausen;12100,00;570,00
9005;T0010500_59560005;59550017_59560005.02;59550017,00;59560005,00;270,00;420,00;B;0,00;S;II;G;STRA;Hellersdorfer Straße;Marzahn-Hellersdorf;Hellersdorf;20800,00;110,00
9006;41560004_41550008;41560004_41550008.01;41560004,00;41550008,00;0,00;167,00;B;0,00;S;II;G;STRA;Beusselstraße;Mitte;Moabit;13300,00;480,00
9007;T0021170_44590008;44580018_44590008.01;44580018,00;44590008,00;153,00;300,00;B;0,00;S;III;G;STRA;Koloniestraße;Mitte;Gesundbrunnen;10300,00;300,00
9008;55430038_T0025960;55430038_55430010.01;55430038,00;55430010,00;0,00;114,00;B;0,00;S;IV;G;STRA;Schönefelder Chaussee;Treptow-Köpenick;Altglienicke;6500,00;200,00
9009;T0038980_T0021840;33620001_33610016.01;33620001,00;33610016,00;107,00;188,00;B;0,00;S;II;G;STRA;Niederneuendorfer Allee;Spandau;Hakenfelde;11000,00;40,00
9010;56580008_56580015;56580008_56580015.01;56580008,00;56580015,00;0,00;73,00;B;0,00;S;III;G;STRA;Bitterfelder Straße;Marzahn-Hellersdorf;Marzahn;14300,00;730,00
9011;T0002110_T0004080;37480004_37480010.01;37480004,00;37480010,00;294,00;386,00;B;0,00;S;II;G;STRA;Clayallee;Steglitz-Zehlendorf;Dahlem;33700,00;460,00
9012;50530008_50530060;50530008_50530060.01;50530008,00;50530060,00;0,00;64,00;B;0,00;S;III;G;STRA;Modersohnstraße;Friedrichshain-Kreuzberg;Friedrichshain;12400,00;420,00
9013;41550029_T0006780;41550029_41550012.01;41550029,00;41550012,00;0,00;50,00;B;0,00;S;III;G;STRA;Gotzkowskystraße;Mitte;Moabit;22100,00;550,00
9014;53600032_54600033;53600032_54600033.01;53600032,00;54600033,00;0,00;157,00;B;0,00;S;III;G;STRA;Egon-Erwin-Kisch-Straße;Lichtenberg;Neu-Hohenschönhausen;10800,00;380,00
9015;42470015_42470014;42470015_42470014.01;42470015,00;42470014,00;0,00;57,00;B;0,00;S;III;G;STRA;Bismarckstraße;Steglitz-Zehlendorf;Steglitz;16500,00;370,00
9016;44510012_44510007;44510012_44510007.02;44510012,00;44510007,00;0,00;236,00;B;0,00;S;IV;G;STRA;Möckernstraße;Friedrichshain-Kreuzberg;Kreuzberg;5500,00;160,00
9017;48430014_48430010;48430014_48430010.01;48430014,00;48430010,00;0,00;155,00;B;0,00;S;V;G;STRA;Gerlinger Straße;Neukölln;Buckow;12000,00;210,00
9018;43430015_T0004500;43430015_43430028.01;43430015,00;43430028,00;0,00;74,00;B;0,00;S;II;B;STRA;Friedenfelser Straße;Tempelhof-Schöneberg;Marienfelde;28900,00;2670,00
9019;39480019_39480026;39480019_39480026.01;39480019,00;39480026,00;0,00;110,00;B;0,00;S;II;G;STRA;Königin-Luise-Straße;Steglitz-Zehlendorf;Dahlem;12800,00;160,00
9020;44470045_44470046;44470045_44470046.01;44470045,00;44470046,00;0,00;95,00;B;0,00;S;II;G;STRA;Rathausstraße;Tempelhof-Schöneberg;Mariendorf;20100,00;790,00
9023;37470026_37470041;37470026_37470041.01;37470026,00;37470041,00;0,00;107,00;B;0,00;S;III;G;STRA;Hüttenweg;Steglitz-Zehlendorf;Dahlem;9200,00;150,00
9024;27560002_27560014;27560002_27560014.01;27560002,00;27560014,00;0,00;26,00;B;0,00;S;II;G;STRA;Nennhauser Damm;Spandau;Staaken;11900,00;1670,00
9025;T0016900_43630013;42630036_43630013.01;42630036,00;43630013,00;437,00;561,00;B;0,00;S;II;G;STRA;Wilhelmsruher Damm;Reinickendorf;Märkisches Viertel;14000,00;430,00
9026;55550022_T0042470;55550022_55560015.03;55550022,00;55560015,00;0,00;271,00;B;0,00;S;II;B;STRA;Märkische Allee;Marzahn-Hellersdorf;Marzahn;34900,00;1870,00
9027;52540008_52540050;52540008_52540050.02;52540008,00;52540050,00;0,00;168,00;B;0,00;S;III;G;STRA;Schottstraße;Lichtenberg;Lichtenberg;8100,00;470,00
9028;46410009_46410010;46410009_46410010.01;46410009,00;46410010,00;0,00;157,00;B;0,00;S;II;G;STRA;Barnetstraße;Tempelhof-Schöneberg;Lichtenrade;13600,00;510,00
9029;44540024_44530010;44540024_44530010.01;44540024,00;44530010,00;0,00;227,00;B;0,00;S;V;G;STRA;Ben-Gurion-Straße;Mitte;Tiergarten;19800,00;420,00
9030;47520044_47520040;47520044_47520040.02;47520044,00;47520040,00;0,00;25,00;R;0,00;S;II;G;STRA;Kottbusser Tor;Friedrichshain-Kreuzberg;Kreuzberg;18100,00;700,00
9031;48600032_48600037;48600032_48600037.02;48600032,00;48600037,00;0,00;85,00;B;0,00;S;IV;G;STRA;Kissingenstraße;Pankow;Pankow;7900,00;110,00
9032;40540026_40540027;40540026_40540027.01;40540026,00;40540027,00;0,00;146,00;B;0,00;S;IV;G;STRA;Richard-Wagner-Straße;Charlottenburg-Wilmersdorf;Charlottenburg;7500,00;120,00
9033;48440001_48440030;48440001_48440030.01;48440001,00;48440030,00;0,00;297,00;B;0,00;S;II;G;STRA;Buckower Damm;Neukölln;Buckow;24800,00;200,00
9034;44490001_44490002;44490001_44490002.01;44490001,00;44490002,00;0,00;91,00;B;0,00;S;III;G;STRA;Alboinstraße;Tempelhof-Schöneberg;Schöneberg;8500,00;320,00
9035;39520009_39520007;39520009_39520007.01;39520009,00;39520007,00;0,00;124,00;B;0,00;S;III;G;STRA;Westfälische Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;11200,00;160,00
9036;39480018_39480037;39480018_39480037.01;39480018,00;39480037,00;0,00;21,00;B;0,00;S;II;G;STRA;Englerallee;Steglitz-Zehlendorf;Dahlem;17400,00;190,00
9037;T0139290_36560007;35560007_36560007.01;35560007,00;36560007,00;486,00;555,00;B;0,00;S;III;G;STRA;Wiesendamm;Spandau;Spandau;12200,00;2070,00
9038;32590047_32590009;32590047_32590009.01;32590047,00;32590009,00;0,00;14,00;B;0,00;S;III;G;STRA;Hohenzollernring;Spandau;Hakenfelde;12800,00;140,00
9039;60570005_60570002;60570005_60570002.02;60570005,00;60570002,00;0,00;127,00;B;0,00;S;II;G;STRA;Stendaler Straße;Marzahn-Hellersdorf;Hellersdorf;13900,00;240,00
9040;41610011_41610019;41610011_41610019.01;41610011,00;41610019,00;0,00;409,00;B;0,00;S;II;G;STRA;Waldstraße;Reinickendorf;Reinickendorf;20400,00;730,00
9041;42610018_42610033;42610018_42610033.01;42610018,00;42610033,00;0,00;113,00;B;0,00;S;II;G;STRA;Ollenhauerstraße;Reinickendorf;Wittenau;18400,00;400,00
9042;38500045_38510015;38500045_38510015.02;38500045,00;38510015,00;0,00;253,00;B;0,00;S;II;G;STRA;Teplitzer Straße;Charlottenburg-Wilmersdorf;Grunewald;15500,00;340,00
9043;T0027810_43500009;43500008_43500009.01;43500008,00;43500009,00;109,00;291,00;B;0,00;S;V;G;STRA;Gotenstraße;Tempelhof-Schöneberg;Schöneberg;4400,00;100,00
9044;T0085140_42530004;42530034_42530004.01;42530034,00;42530004,00;88,00;186,00;B;0,00;S;II;G;STRA;Budapester Straße;Mitte;Tiergarten;23900,00;470,00
9045;48560020_48560003;48560020_48560003.02;48560020,00;48560003,00;0,00;88,00;B;0,00;S;I;B;STRA;Greifswalder Straße;Pankow;Prenzlauer Berg;24500,00;480,00
9046;T0078880_38670043;38670042_38670043.01;38670042,00;38670043,00;80,00;180,00;B;0,00;S;III;G;STRA;Frohnauer Straße;Reinickendorf;Frohnau;5400,00;70,00
9047;39550002_39550016;39550002_39550016.01;39550002,00;39550016,00;0,00;90,00;B;0,00;S;II;G;STRA;Tegeler Weg;Charlottenburg-Wilmersdorf;Charlottenburg;23700,00;430,00
9048;47460056_47460012;47460056_47460012.01;47460056,00;47460012,00;0,00;234,00;B;0,00;S;II;G;STRA;Mohriner Allee;Neukölln;Britz;14200,00;250,00
9049;47640028_47640022;47640028_47640022.02;47640028,00;47640022,00;0,00;79,00;B;0,00;S;III;G;STRA;Rosenthaler Weg;Pankow;Französisch Buchholz;13800,00;490,00
9050;42500064_42500065;42500064_42500065.01;42500064,00;42500065,00;0,00;190,00;R;0,00;A;I;A;AUBA;100 AK Schöneberg Begleitfahrbahn A 100 n Osten;Tempelhof-Schöneberg;Schöneberg;3700,00;100,00
9051;42530001_T0000110;42530001_43530030.01;42530001,00;43530030,00;0,00;60,00;B;0,00;S;II;G;STRA;Schillstraße;Mitte;Tiergarten;56000,00;1060,00
9052;T0043510_42590043;42600003_42590043.01;42600003,00;42590043,00;100,00;239,00;B;0,00;S;IV;G;STRA;Holländerstraße;Reinickendorf;Reinickendorf;9900,00;280,00
9053;44530002_44530004;44530002_44530004.01;44530002,00;44530004,00;0,00;111,00;B;0,00;S;III;G;STRA;Potsdamer Platz;Mitte;Mitte;15800,00;420,00
9054;56570027_55570019;56570027_55570019.01;56570027,00;55570019,00;0,00;296,00;R;0,00;S;II;G;STRA;Landsberger Allee;Spandau;Wilhelmstadt;14000,00;550,00
9055;40640003_40640002;40640003_40640002.01;40640003,00;40640002,00;0,00;97,00;B;0,00;S;II;G;STRA;Waidmannsluster Damm;Reinickendorf;Tegel;18500,00;490,00
9056;38520046_38520053;38520046_38520053.01;38520046,00;38520053,00;0,00;16,00;B;0,00;S;II;G;STRA;Kurfürstendamm;Charlottenburg-Wilmersdorf;Halensee;35700,00;420,00
9057;45560017_45560007;45560017_45560007.02;45560017,00;45560007,00;0,00;71,00;B;0,00;S;II;G;STRA;Invalidenstraße;Mitte;Mitte;14600,00;300,00
9058;35490005_T0016350;35490005_35490004.01;35490005,00;35490004,00;0,00;349,00;B;0,00;S;II;G;STRA;Hüttenweg;Steglitz-Zehlendorf;Zehlendorf;17800,00;250,00
9059;T0065090_59470001;58470052_59470001.01;58470052,00;59470001,00;448,00;558,00;B;0,00;S;II;G;STRA;Friedrichshagener Straße;Treptow-Köpenick;Köpenick;18100,00;540,00
9060;48630082_48630030;48630082_48630030.01;48630082,00;48630030,00;0,00;75,00;B;0,00;S;III;G;STRA;Bahnhofstraße;Pankow;Französisch Buchholz;8800,00;330,00
9061;44590026_T0128050;44590026_44590040.01;44590026,00;44590040,00;0,00;126,00;B;0,00;S;II;G;STRA;Residenzstraße;Reinickendorf;Reinickendorf;22000,00;580,00
9062;32580035_32580001;32580035_32580001.01;32580035,00;32580001,00;0,00;190,00;B;0,00;S;II;G;STRA;Falkenseer Chaussee;Spandau;Spandau;21300,00;790,00
9063;43480001_T0065870;43480001_43480002.01;43480001,00;43480002,00;0,00;169,00;B;0,00;S;II;G;STRA;Arnulfstraße;Tempelhof-Schöneberg;Schöneberg;12700,00;180,00
9064;48570029_49570005;48570029_49570005.01;48570029,00;49570005,00;0,00;181,00;B;0,00;S;III;G;STRA;Hosemannstraße;Pankow;Prenzlauer Berg;6300,00;170,00
9065;53470027_53460012;53470027_53460012.01;53470027,00;53460012,00;0,00;206,00;B;0,00;S;II;G;STRA;Groß-Berliner Damm;Treptow-Köpenick;Johannisthal;14200,00;580,00
9066;37460002_T0043280;37460002_37460021.01;37460002,00;37460021,00;0,00;80,00;B;0,00;S;IV;G;STRA;Sundgauer Straße;Steglitz-Zehlendorf;Zehlendorf;11000,00;150,00
9067;46620022_46620027;46620022_46620027.01;46620022,00;46620027,00;0,00;202,00;B;0,00;S;II;B;STRA;Dietzgenstraße;Pankow;Niederschönhausen;13000,00;600,00
9068;34620007_34620014;34620007_34620014.01;34620007,00;34620014,00;0,00;82,00;B;0,00;S;III;G;STRA;Falkenplatz;Reinickendorf;Konradshöhe;5300,00;80,00
9069;44510009_T0014830;44510009_44510010.01;44510009,00;44510010,00;0,00;104,00;B;0,00;S;III;G;STRA;Katzbachstraße;Friedrichshain-Kreuzberg;Kreuzberg;14900,00;650,00
9070;T0126900_39430009;39430024_39430009.02;39430024,00;39430009,00;68,00;120,00;B;0,00;S;III;G;STRA;Ostpreußendamm;Steglitz-Zehlendorf;Lichterfelde;13100,00;800,00
9071;44440016_44440017;44440016_44440017.01;44440016,00;44440017,00;0,00;74,00;B;0,00;S;III;G;STRA;Daimlerstraße;Tempelhof-Schöneberg;Marienfelde;16400,00;870,00
9072;59550014_T0026230;59550014_59550032.02;59550014,00;59550032,00;0,00;91,00;B;0,00;S;V;G;STRA;Cecilienstraße;Marzahn-Hellersdorf;Hellersdorf;6600,00;60,00
9073;40480040_T0011590;40480040_41480072.01;40480040,00;41480072,00;0,00;276,00;B;2,00;S;II;G;STRA;Joachim-Tiburtius-Brücke;Steglitz-Zehlendorf;Steglitz;31200,00;410,00
9074;48640013_T0144680;48640013_48640050.01;48640013,00;48640050,00;0,00;106,00;B;0,00;S;IV;G;STRA;Blankenfelder Straße;Pankow;Französisch Buchholz;10700,00;300,00
9075;41510008_41510048;41510008_41510048.01;41510008,00;41510048,00;0,00;76,00;B;0,00;S;II;G;STRA;Berliner Straße;Charlottenburg-Wilmersdorf;Wilmersdorf;20500,00;210,00
9076;51540042_51540040;51540042_51540040.01;51540042,00;51540040,00;0,00;117,00;B;0,00;S;II;G;STRA;Gürtelstraße;Lichtenberg;Lichtenberg;17300,00;700,00
9077;40670002_40670037;40670002_40670037.01;40670002,00;40670037,00;0,00;107,00;B;0,00;S;V;B;STRA;Oranienburger Chaussee;-;-;11900,00;410,00
9078;31560005_T0006120;31560005_32570012.01;31560005,00;32570012,00;0,00;216,00;B;0,00;S;II;G;STRA;Brunsbütteler Damm;Spandau;Spandau;24800,00;1490,00
9079;50520021_T0064390;50520021_50520020.02;50520021,00;50520020,00;0,00;87,00;B;0,00;S;II;G;STRA;Markgrafendamm;Friedrichshain-Kreuzberg;Friedrichshain;15300,00;760,00
9080;44560037_44560038;44560037_44560038.01;44560037,00;44560038,00;0,00;82,00;B;0,00;S;II;B;STRA;Heidestraße;Mitte;Moabit;40600,00;1190,00
9081;53540014_53540017;53540014_53540017.01;53540014,00;53540017,00;0,00;196,00;B;0,00;S;III;G;STRA;Siegfriedstraße;Lichtenberg;Lichtenberg;9800,00;340,00
9082;48550018_48550019;48550018_48550019.01;48550018,00;48550019,00;0,00;190,00;B;0,00;S;IV;G;STRA;Friedenstraße;Friedrichshain-Kreuzberg;Friedrichshain;9000,00;210,00
9083;40450016_40450012;40450016_40450012.01;40450016,00;40450012,00;0,00;63,00;B;0,00;S;IV;G;STRA;Giesensdorfer Straße;Steglitz-Zehlendorf;Lichterfelde;11200,00;310,00
9084;34450026_T0003260;34450026_34450029.01;34450026,00;34450029,00;0,00;32,00;B;0,00;S;I;B;STRA;Potsdamer Chaussee;Steglitz-Zehlendorf;Zehlendorf;33300,00;1000,00
9085;45410038_45410003;45410038_45410003.01;45410038,00;45410003,00;0,00;60,00;B;0,00;S;II;G;STRA;Schichauweg;Tempelhof-Schöneberg;Marienfelde;14200,00;510,00
9086;39490042_39490045;39490042_39490045.01;39490042,00;39490045,00;0,00;150,00;B;0,00;S;II;G;STRA;Englerallee;Steglitz-Zehlendorf;Dahlem;17400,00;190,00
9087;T0007620_40530028;40520003_40530028.01;40520003,00;40530028,00;34,00;72,00;B;0,00;S;III;G;STRA;Olivaer Platz;Charlottenburg-Wilmersdorf;Charlottenburg;27100,00;240,00
9088;40600035_T0009041;40600035_40600039.01;40600035,00;40600039,00;0,00;83,00;R;0,00;A;I;A;AUBA;A 111 BAB Autobahnzubringer Hamburg;Reinickendorf;Reinickendorf;43500,00;2800,00
9089;48560028_48560029;48560028_48560029.01;48560028,00;48560029,00;0,00;88,00;B;0,00;S;I;B;STRA;Greifswalder Straße;Pankow;Prenzlauer Berg;29800,00;670,00
9090;45440013_45440021;45440013_45440021.01;45440013,00;45440021,00;0,00;65,00;B;0,00;S;II;B;STRA;Mariendorfer Damm;Tempelhof-Schöneberg;Mariendorf;46500,00;1180,00
9091;45550003_45550057;45550003_45550057.01;45550003,00;45550057,00;0,00;131,00;B;0,00;S;III;G;STRA;Luisenstraße;Mitte;Mitte;5900,00;160,00
9092;32550005_32550006;32550005_32550006.01;32550005,00;32550006,00;0,00;139,00;B;0,00;S;III;G;STRA;Adamstraße;Spandau;Wilhelmstadt;8700,00;320,00
9093;38540045_T0002820;38540045_38540046.01;38540045,00;38540046,00;0,00;73,00;B;0,00;S;I;B;STRA;Kaiserdamm;Charlottenburg-Wilmersdorf;Westend;28000,00;950,00
9094;48570020_48570007;48570020_48570007.01;48570020,00;48570007,00;0,00;93,00;B;0,00;S;I;B;STRA;Greifswalder Straße;Pankow;Prenzlauer Berg;25700,00;440,00
9095;52570009_52570008;52570009_52570008.02;52570009,00;52570008,00;0,00;115,00;B;0,00;S;III;G;STRA;Konrad-Wolf-Straße;Lichtenberg;Alt-Hohenschönhausen;13400,00;270,00
9096;T0014420_52580003;51580005_52580003.01;51580005,00;52580003,00;148,00;295,00;B;0,00;S;II;G;STRA;Hansastraße;Pankow;Weißensee;19400,00;840,00
9097;59540012_59540033;59540012_59540033.01;59540012,00;59540033,00;0,00;58,00;B;0,00;S;IV;G;STRA;Hellersdorfer Straße;Marzahn-Hellersdorf;Kaulsdorf;8500,00;140,00
9098;39430025_39430024;39430025_39430024.01;39430025,00;39430024,00;0,00;39,00;B;0,00;S;III;G;STRA;Ostpreußendamm;Steglitz-Zehlendorf;Lichterfelde;12300,00;500,00
9099;43590034_44590025;43590034_44590025.01;43590034,00;44590025,00;0,00;330,00;B;0,00;S;IV;G;STRA;Holländerstraße;Reinickendorf;Reinickendorf;16400,00;460,00
9100;40670028_40670027;40670028_40670027.01;40670028,00;40670027,00;0,00;50,00;B;0,00;S;II;B;STRA;Berliner Straße;Reinickendorf;Hermsdorf;19800,00;600,00
9101;T0015800_42430001;42430006_42430001.01;42430006,00;42430001,00;66,00;136,00;B;0,00;S;II;G;STRA;Hildburghauser Straße;Steglitz-Zehlendorf;Lichterfelde;16700,00;370,00
9102;40610002_40610021;40610002_40610021.01;40610002,00;40610021,00;0,00;161,00;G;0,00;S;II;G;STRA;Antonienstraße;Reinickendorf;Reinickendorf;11300,00;640,00
9103;45580003_45580004;45580003_45580004.02;45580003,00;45580004,00;0,00;86,00;B;0,00;S;II;G;STRA;Badstraße;Mitte;Gesundbrunnen;36400,00;770,00
9104;40610026_41620008;40610026_41620008.01;40610026,00;41620008,00;0,00;313,00;B;0,00;S;II;G;STRA;Eichborndamm;Reinickendorf;Wittenau;16900,00;1110,00
9105;39430009_T0048120;39430009_39430023.01;39430009,00;39430023,00;0,00;48,00;B;0,00;S;III;G;STRA;Ostpreußendamm;Steglitz-Zehlendorf;Lichterfelde;12500,00;490,00
9106;T0102020_47520029;47530033_47520029.02;47530033,00;47520029,00;79,00;201,00;B;0,00;S;III;G;STRA;Oranienstraße;Friedrichshain-Kreuzberg;Kreuzberg;11000,00;290,00
9107;47550011_47550057;47550011_47550001.02;47550011,00;47550057,00;0,00;95,00;B;0,00;S;I;B;STRA;Alexanderstraße;Mitte;Mitte;27500,00;680,00
9108;36580008_T0020810;36580008_37580002.01;36580008,00;37580002,00;0,00;493,00;B;0,00;S;II;G;STRA;Saatwinkler Damm;Spandau;Siemensstadt;11000,00;300,00
9109;39610004_39610020;39610004_39610020.01;39610004,00;39610020,00;0,00;46,00;B;0,00;S;II;G;STRA;Holzhauser Straße;Reinickendorf;Tegel;28800,00;1210,00
9110;28420001_28420005;28420001_28420005.01;28420001,00;28420005,00;0,00;99,00;B;0,00;S;III;G;STRA;Neue Kreisstraße;Steglitz-Zehlendorf;Wannsee;4900,00;30,00
9111;42490043_42490020;42490043_42490020.01;42490043,00;42490020,00;0,00;146,00;B;0,00;S;IV;G;STRA;Vorarlberger Damm;Tempelhof-Schöneberg;Schöneberg;5300,00;100,00
9112;T0021130_27500017;27500016_27500017.01;27500016,00;27500017,00;86,00;403,00;B;0,00;S;II;B;STRA;Potsdamer Chaussee;Spandau;Kladow;11500,00;430,00
9113;T0135610_40550045;40560008_40550045.02;40560008,00;40550045,00;263,00;265,00;B;0,00;S;II;G;STRA;Lise-Meitner-Straße;Charlottenburg-Wilmersdorf;Charlottenburg;10700,00;370,00
9114;34650017_34650018;34650017_34650018.01;34650017,00;34650018,00;0,00;134,00;B;0,00;S;III;G;STRA;Heiligenseestraße;Reinickendorf;Heiligensee;6200,00;130,00
9115;31580027_T0005280;31580027_32580057.01;31580027,00;32580057,00;0,00;74,00;B;0,00;S;II;G;STRA;Falkenseer Chaussee;Spandau;Falkenhagener Feld;29400,00;840,00
9116;45510007_45510013;45510007_45510013.02;45510007,00;45510013,00;0,00;83,00;B;0,00;S;IV;G;STRA;Friesenstraße;Friedrichshain-Kreuzberg;Kreuzberg;9400,00;170,00
9117;34590003_34590002;34590003_34590002.01;34590003,00;34590002,00;0,00;76,00;B;0,00;S;II;G;STRA;Daumstraße;Spandau;Haselhorst;12600,00;430,00
9119;54560006_54560007;54560006_54560007.01;54560006,00;54560007,00;0,00;85,00;B;0,00;S;II;G;STRA;Landsberger Allee;Marzahn-Hellersdorf;Marzahn;52400,00;1910,00
9121;30560016_T0018460;30560016_30560031.01;30560016,00;30560031,00;0,00;105,00;B;0,00;S;II;G;STRA;Magistratsweg;Spandau;Staaken;13500,00;290,00
9122;T0073850_T0019040;33560039_33560029.01;33560039,00;33560029,00;45,00;176,00;B;0,00;S;III;G;STRA;Schulenburgstraße;Spandau;Wilhelmstadt;12000,00;620,00
9123;40470054_40470046;40470054_40470046.01;40470054,00;40470046,00;0,00;104,00;B;0,00;S;II;G;STRA;Hindenburgdamm;Steglitz-Zehlendorf;Lichterfelde;28600,00;770,00
9124;41490042_T0129500;41490042_42490064.01;41490042,00;42490064,00;0,00;66,00;B;0,00;S;III;G;STRA;Hauptstraße;Tempelhof-Schöneberg;Friedenau;15900,00;210,00
9125;38520026_T0052730;38520026_38520027.02;38520026,00;38520027,00;0,00;107,00;B;0,00;S;III;G;STRA;Koenigsallee;Charlottenburg-Wilmersdorf;Grunewald;9500,00;150,00
9126;40600040_40600045;40600040_40600045.01;40600040,00;40600045,00;0,00;426,00;R;-1,00;A;II;A;AUBA;111 AS Eichborndamm v Einf Scharnweberstr n TFT;Reinickendorf;Reinickendorf;6100,00;250,00
9127;45580008_45580009;45580008_45580009.01;45580008,00;45580009,00;0,00;54,00;B;0,00;S;II;G;STRA;Badstraße;Mitte;Gesundbrunnen;25900,00;730,00
9128;32550060_32550062;32550060_32550062.01;32550060,00;32550062,00;0,00;69,00;B;0,00;S;II;G;STRA;Wilhelmstraße;Spandau;Wilhelmstadt;21000,00;600,00
9129;56560042_56560039;56560042_56560039.02;56560042,00;56560039,00;0,00;134,00;B;0,00;S;III;G;STRA;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;11000,00;260,00
9130;57470021_57470034;57470021_57470034.01;57470021,00;57470034,00;0,00;39,00;B;0,00;S;V;G;STRA;Lindenstraße;Treptow-Köpenick;Köpenick;6900,00;100,00
9131;46520038_46520002;46520038_46520002.01;46520038,00;46520002,00;0,00;214,00;B;0,00;S;II;G;STRA;Urbanstraße;Friedrichshain-Kreuzberg;Kreuzberg;16900,00;510,00
9132;39560038_39560026;39560038_39560026.01;39560038,00;39560026,00;0,00;64,00;R;0,00;S;II;G;STRA;Jakob-Kaiser-Platz;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;31100,00;1340,00
9133;44460002_44460023;44460002_44460023.01;44460002,00;44460023,00;0,00;142,00;B;0,00;S;II;G;STRA;Ringstraße;Tempelhof-Schöneberg;Mariendorf;12500,00;1110,00
9134;36450047_36440043;36450047_36440043.01;36450047,00;36440043,00;0,00;105,00;B;0,00;S;II;G;STRA;Teltower Damm;Steglitz-Zehlendorf;Zehlendorf;15100,00;460,00
9135;55540004_55540015;55540004_55540015.01;55540004,00;55540015,00;0,00;236,00;B;0,00;S;III;G;STRA;Marzahner Chaussee;Marzahn-Hellersdorf;Marzahn;9100,00;210,00
9136;37540051_37540040;37540051_37540040.01;37540051,00;37540040,00;0,00;94,00;B;0,00;S;III;G;STRA;Platanenallee;Charlottenburg-Wilmersdorf;Westend;3900,00;50,00
9137;49460004_50460001;49460004_50460001.01;49460004,00;50460001,00;0,00;109,00;B;0,00;S;II;G;STRA;Buschkrugallee;Neukölln;Britz;25200,00;500,00
9138;T0012840_52480022;51480031_52480022.01;51480031,00;52480022,00;119,00;244,00;B;0,00;S;III;G;STRA;Südostallee;Treptow-Köpenick;Baumschulenweg;18000,00;1000,00
9139;51450005_51450011;51450005_51450011.01;51450005,00;51450011,00;0,00;93,00;B;0,00;S;II;G;STRA;Johannisthaler Chaussee;Neukölln;Buckow;15000,00;350,00
